No.,Chinese,Pinyin,English,Japanese,Example,Example_Japanese,Example_English,Long_Example,Long_Example_Japanese
265,困难,kùn nan,(financial etc) difficulty; problem; issue; CL:个,困難,学习有困难。,勉強に困難がある。,There are difficulties in studying.,学习汉语有时候会遇到困难，但不要放弃。,中国語の勉強は時々困難にぶつかりますが、あきらめないでください。
266,垃圾桶,lā jī tǒng,rubbish bin,ゴミ箱,请扔进垃圾桶。,ゴミ箱に捨ててください。,Please throw it into the trash can.,请把垃圾扔进垃圾桶，不要乱丢。,ゴミはゴミ箱に捨ててください、散らかさないでください。
267,拉,lā,to pull; to play (string instruments); to drag; to draw,引く、引っぱる,他拉门进去。,彼はドアを引いて入った。,He pulled the door and went in.,他用力拉开了那扇沉重的门。,彼は力を入れてその重いドアを引き開けました。
268,辣,là,hot (spicy); pungent,辛い,这菜很辣。,この料理はとても辛い。,This dish is very spicy.,这道菜太辣了，我吃不惯。,この料理は辛すぎて、私は慣れません。
269,来不及,lái bu jí,there's not enough time (to do sth); it's too late (to do sth),間に合わない,来不及吃饭。,食べる時間が間に合わない。,There is not enough time to eat.,我们来不及买票，只能站着回家了。,私たちはチケットを買う時間がなく、立って帰るしかありません。
270,来得及,lái de jí,there's still time; able to do sth in time,間に合う,我们来得及。,私たちは間に合う。,We have enough time.,你来得及参加晚上的会议吗？,あなたは夜の会議に間に合いますか？
271,来自,lái zì,to come from (a place); From: (in email header),～から来る,我来自中国。,私は中国から来ました。,I come from China.,他来自一个美丽的海滨城市。,彼は美しい海辺の街から来ました。
272,懒,lǎn,lazy,怠け者,他很懒。,彼はとても怠け者だ。,He is very lazy.,他很懒，经常不做作业。,彼はとても怠け者で、よく宿題をしません。
273,浪费,làng fèi,to waste; to squander,浪費する,不要浪费时间。,時間を無駄にしないで。,Don't waste time.,浪费食物是不好的习惯，我们要节约。,食べ物を浪費するのは良くない習慣で、私たちは節約しなければなりません。
274,浪漫,làng màn,romantic,ロマンチック,他们很浪漫。,彼らはとてもロマンチックだ。,They are very romantic.,他们的婚礼非常浪漫，让人感动。,彼らの結婚式はとてもロマンチックで、感動を与えました。
275,老虎,lǎo hǔ,tiger; CL:只[zhi1],トラ,老虎很危险。,虎はとても危険だ。,The tiger is very dangerous.,动物园里有一只威风凛凛的老虎。,動物園に威厳のあるトラが一頭います。
276,冷静,lěng jìng,calm; cool-headed,冷静,请保持冷静。,冷静を保ってください。,Please stay calm.,遇到问题时，要保持冷静，才能找到解决办法。,問題に直面した時は、冷静さを保ってこそ解決策を見つけられます。
277,理发,lǐ fà,a barber; hairdressing,散髪,我去理发店。,私は理髪店に行く。,I am going to the barber shop.,我明天去理发店剪头发。,私は明日理髪店に行って髪を切ります。
278,理解,lǐ jiě,to comprehend; to understand; comprehension; understanding,理解する,我理解你的意思。,私はあなたの意味を理解しています。,I understand what you mean.,我能理解你的想法，我们一起努力吧。,あなたの考えが理解できます、一緒に頑張りましょう。
279,理想,lǐ xiǎng,a dream; an ideal; perfection; ideal; perfect; desirable; CL:个,理想,这是我的理想。,これが私の理想です。,This is my ideal.,他的理想是成为一名医生，帮助别人。,彼の理想は医者になって人を助けることです。
280,礼拜天,lǐ bài tiān,Sunday,日曜日,礼拜天去公园。,日曜日に公園へ行く。,Go to the park on Sunday.,礼拜天我们一家人一起去公园玩。,日曜日に私たち家族は一緒に公園に遊びに行きます。
281,礼貌,lǐ mào,courtesy; manners,礼儀,要有礼貌。,礼儀正しくしなさい。,You should be polite.,遇到长辈要有礼貌，尊重他们。,年長者に会ったら礼儀正しく接し、尊重しましょう。
282,例如,lì rú,for example; for instance; such as,例えば,例如苹果和香蕉。,例えばリンゴやバナナ。,"For example, apples and bananas.",例如，我喜欢吃水果，尤其是苹果和香蕉。,例えば、私は果物が好きで、特にリンゴとバナナが好きです。
283,力气,lì qi,strength; CL:把[ba3],力,我没有力气。,私は力がない。,I have no strength.,搬这箱东西需要很大的力气。,この箱を運ぶにはかなりの力が必要です。
284,厉害,lì hai,difficult to deal with; difficult to endure; ferocious; radical; serious; terrible; violent; tremendous; awesome,すごい,他很厉害。,彼はとてもすごい。,He is very awesome.,他的中文说得很厉害，大家都很佩服。,彼の中国語はとても上手で、みんな感心しています。
285,俩,liǎ,two (colloquial equivalent of 两个); both; some,二人,我们俩是朋友。,私たち二人は友達です。,The two of us are friends.,他们俩是很好的朋友，经常一起学习。,彼ら二人はとても良い友達で、よく一緒に勉強しています。
286,联系,lián xì,connection; contact; relation; in touch with; to integrate; to link; to touch,連絡する,请联系我。,私に連絡してください。,Please contact me.,请保持联系，告诉我你的最新情况。,連絡を取り続けて、あなたの最新の状況を教えてください。
287,连,lián,"to link; to join; to connect; continuously; in succession; including; (used with 也, 都 etc) even; company (military)",連なる,连我也不知道。,私でさえ知らない。,Even I don't know.,他连饭都没吃就去上班了，真辛苦。,彼は食事もせずに仕事に行った、本当に大変です。
288,凉快,liáng kuai,nice and cold; pleasantly cool,涼しい,天气很凉快。,天気はとても涼しい。,The weather is very cool.,今天的天气很凉快，适合出去散步。,今日は涼しくて、散歩に出かけるのに適しています。
289,零钱,líng qián,change (of money); small change; pocket money,小銭,我有零钱。,私は小銭を持っている。,I have some change.,请帮我找一些零钱，我要买报纸。,少し小銭を見つけてください、新聞を買いたいです。
290,另外,lìng wài,additional; in addition; besides; separate; other; moreover; furthermore,別の,另外一个问题。,もう一つの問題。,Another problem.,我已经完成了作业，另外还帮朋友做了题。,宿題はもう終わりました、さらに友達の問題も手伝いました。
291,流利,liú lì,fluent,流暢,他说汉语很流利。,彼は中国語がとても流暢だと言った。,He said he is very fluent in Chinese.,她的英语说得很流利，交流没问题。,彼女は英語をとても流暢に話し、コミュニケーションに問題ありません。
292,流行,liú xíng,to spread; to rage (of contagious disease); popular; fashionable; prevalent; (math.) manifold,流行する,这歌很流行。,この歌はとても流行っている。,This song is very popular.,这种音乐在年轻人中非常流行。,この音楽は若者の間でとても流行っています。
