No.,Chinese,Pinyin,English,Japanese,Example,Example_Japanese,Example_English,Long_Example,Long_Example_Japanese
589,辐射,fú shè,radiation,放射,核辐射对健康有害。,核放射線は健康に有害だ。,Nuclear radiation is harmful to health.,核辐射对环境和人体健康造成了极大的威胁。,核放射線は環境と人体の健康に大きな脅威をもたらす。
590,俯视,fǔ shì,to look down at; to overlook,俯瞰,从高处俯视城市景观。,高い所から都市の景観を見下ろす。,View the cityscape from a high place.,站在高楼上俯视整个城市，景色尽收眼底。,高層ビルの上に立って街全体を見下ろすと、景色が一望できる。
591,抚摸,fǔ mō,to gently caress and stroke; to pet; to fondle;,撫摸,母亲轻轻抚摸孩子。,母親は子供を優しく撫でた。,The mother gently stroked the child.,他轻轻抚摸着孩子的头发，表达出浓浓的爱意。,彼は優しく子供の髪を撫で、深い愛情を表した。
592,抚养,fǔ yǎng,to foster; to bring up; to raise,扶養,他们共同抚养孩子。,彼らは一緒に子供を育てている。,They raise the child together.,单亲家庭面临更多抚养孩子的困难与挑战。,ひとり親家庭は子供の養育においてより多くの困難と挑戦に直面している。
593,腐败,fǔ bài,corruption; corrupt; rotten,腐敗,腐败现象必须根除。,腐敗現象は根絶しなければならない。,Corruption must be eradicated.,腐败现象严重影响了政府的公信力和社会稳定。,腐敗現象は政府の信用力と社会の安定に深刻な影響を与えている。
594,腐烂,fǔ làn,to rot; to become gangrenous,腐敗,食物因腐烂而变质。,食べ物は腐って品質が悪くなった。,The food spoiled and deteriorated.,食物长时间放置后容易腐烂，导致浪费和健康隐患。,食品は長時間放置すると腐敗しやすく、無駄や健康上のリスクを引き起こす。
595,腐蚀,fǔ shí,corrosion; to corrode (degrade chemically); to rot; corruption,腐蝕,金属表面被腐蚀严重。,金属の表面はひどく腐食している。,The metal surface is severely corroded.,酸性雨对建筑物的腐蚀速度远远超过预期。,酸性雨は建物の腐食速度を予想以上に加速させる。
596,腐朽,fǔ xiǔ,rotten; decayed; decadent; degenerate,腐朽,旧建筑已经腐朽倒塌。,古い建物はすでに腐朽して倒壊した。,The old building has decayed and collapsed.,随着时间推移，许多古老的文献逐渐腐朽难以保存。,時間の経過とともに、多くの古文書は次第に腐朽し保存が難しくなる。
597,辅助,fǔ zhù,to assist; to aid; supplementary; auxiliary; subsidiary,補助,辅助设备提高效率。,補助設備は効率を向上させる。,Auxiliary equipment improves efficiency.,新软件辅助用户更高效地完成复杂的数据分析任务。,新しいソフトウェアはユーザーが複雑なデータ分析作業をより効率的に行うのを補助する。
598,副,fù,secondary; auxiliary; deputy; assistant; vice-; abbr. for 副副词 adverb; classifier for pairs,副,他是副经理职位。,彼は副マネージャーの職にある。,He holds the position of deputy manager.,这副眼镜不仅时尚，而且具有防紫外线功能。,このメガネはスタイリッシュなだけでなく、紫外線防止機能も備えている。
599,复活,fù huó,to bring back to life; to revive; resurrection,復活,植物在春天复活。,植物は春に再び生き返る。,Plants revive in spring.,春天象征着万物复活和新的希望的开始。,春は万物の復活と新たな希望の始まりを象徴している。
600,复兴,fù xīng,to revive; rebirth,復興,经济复兴带来希望。,経済の復興は希望をもたらす。,Economic revival brings hope.,国家通过改革开放实现了经济的快速复兴和发展。,国家は改革開放を通じて経済の急速な復興と発展を実現した。
601,富裕,fù yù,abundant; affluent; richness; affluence,裕福,他们家非常富裕。,彼らの家は非常に裕福です。,Their family is very wealthy.,随着经济的发展，越来越多的家庭达到了富裕的生活水平，享受着高质量的教育和医疗资源。,経済の発展に伴い、ますます多くの家庭が裕福な生活水準に達し、高品質な教育や医療資源を享受しています。
602,腹泻,fù xiè,diarrhea; to have the runs,下痢,他因食物中毒腹泻。,彼は食中毒で下痢をしました。,He had diarrhea due to food poisoning.,食用不洁净的食物可能导致腹泻，严重时需要及时就医治疗。,不衛生な食べ物を食べると腹泻を引き起こす可能性があり、重症の場合は速やかに医療機関で治療を受ける必要があります。
603,覆盖,fù gài,to cover,覆蓋,云层覆盖了天空。,雲が空を覆っている。,The clouds cover the sky.,这项新技术已经覆盖了全国大部分地区，大大提升了信息传播的效率。,この新技術はすでに全国の大部分の地域をカバーしており、情報伝達の効率を大幅に向上させました。
604,负担,fù dān,burden; to bear a burden,負担,房贷成为家庭负担。,住宅ローンが家庭の負担になっている。,The mortgage has become a burden for the family.,为了减轻家庭经济负担，政府出台了多项补贴政策帮助低收入群体。,家庭の経済的負担を軽減するために、政府は低所得層を支援する複数の補助政策を打ち出しました。
605,赋予,fù yǔ,to assign; to entrust (a task); to give; to bestow,赋予,法律赋予公民权利。,法律は市民に権利を与える。,The law grants citizens rights.,父母赋予孩子的不仅是生命，更是面对未来挑战的勇气和智慧。,両親が子供に与えるのは生命だけでなく、未来の挑戦に立ち向かう勇気と知恵でもあります。
606,附和,fù hè,to parrot; to crib; to copy sb's action or words; to trail sb's footsteps; copy-cat,附和,他总是附和老板意见。,彼はいつも上司の意見に同調する。,He always agrees with the boss's opinions.,在讨论中，他总是盲目附和别人的观点，缺乏独立思考。,議論の中で彼はいつも盲目的に他人の意見に同調し、独立した考えが欠けています。
607,附件,fù jiàn,enclosure; attachment (email); appendix,添付ファイル,邮件附件已发送。,メールの添付ファイルは送信済みです。,The email attachment has been sent.,请在邮件的附件中查收本次会议的详细议程和相关资料。,メールの添付ファイルで今回の会議の詳細な議程と関連資料をご確認ください。
608,附属,fù shǔ,subsidiary; auxiliary; attached; affiliated; subordinate; subordinating,付属,这所大学附属医院。,この大学には附属病院があります。,This university has an affiliated hospital.,这家公司的附属机构负责产品的售后服务和客户支持。,この会社の関連機関は製品のアフターサービスと顧客サポートを担当しています。
609,改良,gǎi liáng,improve,改良,科学家改良了品种。,科学者たちは品種を改良した。,Scientists improved the variety.,为了提高农作物的产量，科学家们不断进行品种的改良和技术创新。,作物の収量を向上させるために、科学者たちは品種改良と技術革新を絶えず行っています。
610,盖章,gài zhāng,to affix a seal (to sth),押印,合同已盖章确认。,契約書は押印され確認された。,The contract has been stamped and confirmed.,所有合同文件都需要经过主管部门的盖章才能生效。,すべての契約書類は主管部門の押印を経て初めて効力を持ちます。
