No.,Chinese,Pinyin,English,Japanese,Example,Example_Japanese,Example_English,Long_Example,Long_Example_Japanese
336,工业,gōng yè,industry; CL:种[zhong3],工業,工业发展迅速。,工業の発展は急速だ。,Industrial development is rapid.,工业的发展促进了城市的繁荣和居民生活水平的提高。,工業の発展は都市の繁栄と住民の生活水準の向上を促進した。
337,恭喜,gōng xǐ,congratulations; greetings;,おめでとう,恭喜你成功了。,成功おめでとう。,Congratulations on your success.,恭喜你通过了考试，取得了优异的成绩，值得骄傲！,試験に合格し、優秀な成績を収めたことをおめでとう、誇りに思うべきだ！
338,贡献,gòng xiàn,to contribute; to dedicate; to devote; contribution; CL:个,貢献,他为公司贡献大。,彼は会社に大きく貢献した。,He made a great contribution to the company.,他为公司的发展做出了巨大贡献，深受领导和同事的尊敬。,彼は会社の発展に大きな貢献をし、上司や同僚から深く尊敬されている。
339,沟通,gōu tōng,communicate,コミュニケーション,沟通很重要。,コミュニケーションはとても重要だ。,Communication is very important.,有效的沟通是解决团队矛盾和提高工作效率的关键。,効果的なコミュニケーションはチームの対立を解決し、仕事の効率を高める鍵である。
340,构成,gòu chéng,to constitute; to form; to compose; to make up; to configure (computing),構成,团队由五人构成。,チームは5人で構成されている。,The team consists of five people.,这座建筑由多种材料构成，既美观又坚固耐用。,この建物は様々な材料で構成されており、美しくて頑丈で耐久性がある。
341,姑姑,gū gu,paternal aunt; CL:个,叔母,姑姑来家里了。,おばさんが家に来た。,My aunt came to the house.,姑姑每年都会带我们去乡下度假，留下了很多美好回忆。,叔母は毎年私たちを田舎に休暇に連れて行ってくれて、たくさんの素敵な思い出を残した。
342,姑娘,gū niang,young woman; young lady; girl; daughter; CL:个,娘,姑娘很漂亮。,女の子はとてもきれいだ。,The girl is very pretty.,那个姑娘性格开朗，喜欢参加各种文艺活动。,あの娘は明るい性格で、様々な文芸活動に参加するのが好きだ。
343,古代,gǔ dài,ancient times; olden times,古代,古代文化丰富。,古代の文化は豊かだ。,Ancient culture is rich.,古代文明的遗迹为我们研究历史提供了宝贵的资料。,古代文明の遺跡は私たちが歴史を研究するための貴重な資料を提供している。
344,古典,gǔ diǎn,classical,古典,他喜欢古典音乐。,彼はクラシック音楽が好きだ。,He likes classical music.,他对古典音乐有很深的理解，经常参加相关的演出和讲座。,彼は古典音楽に深い理解があり、よく関連する演奏会や講座に参加している。
345,股票,gǔ piào,share; stock (market),株式,股票市场波动大。,株式市場は大きく変動している。,The stock market is highly volatile.,股票市场波动较大，投资者需要谨慎分析和决策。,株式市場は変動が大きいため、投資者は慎重に分析し判断する必要がある。
346,骨头,gǔ tou,"bone; strong character; CL:根[gen1] ,块[kuai4]",骨,他摔断了骨头。,彼は骨を折った。,He broke a bone.,这道菜的骨头很硬，吃的时候要特别小心避免噎着。,この料理の骨はとても硬いので、食べるときに詰まらせないように特に注意しなければならない。
347,鼓舞,gǔ wǔ,heartening (news); boost (morale); CL:个,鼓舞,演讲鼓舞了大家。,演説はみんなを鼓舞した。,The speech inspired everyone.,他的成功故事鼓舞了许多年轻人追求自己的梦想。,彼の成功物語は多くの若者を鼓舞し、自分の夢を追い求めるようにした。
348,鼓掌,gǔ zhǎng,to applaud; to clap,拍手,观众鼓掌欢呼。,観客は拍手と歓声を送った。,The audience applauded and cheered.,观众们纷纷鼓掌，表达对演员精彩表演的赞赏。,観客たちは次々と拍手を送り、俳優の素晴らしい演技を称賛した。
349,固定,gù dìng,fixed; set; regular,固定,时间安排已固定。,時間の予定はすでに決まっている。,The schedule has been fixed.,公司的工作时间是固定的，员工们必须准时上下班。,会社の勤務時間は固定されており、社員は時間通りに出退勤しなければならない。
350,挂号,guà hào,to register (at a hospital); to send by registered mail,登録,医院挂号很方便。,病院の受付はとても便利だ。,Hospital registration is very convenient.,去医院看病前，最好先挂号，避免长时间等待。,病院に行く前に、まず受付をしておくのがよく、長時間待つのを避けられる。
351,乖,guāi,well-behaved; (of a child) obedient; clever; shrewd; alert; perverse; contrary to reason; irregular; abnormal,素直,孩子很乖，听话。,子供はとてもおとなしく、言うことをよく聞きます。,The child is very well-behaved and obedient.,这个孩子非常乖巧，总是听老师的话，表现得很好。,この子供はとても素直で、いつも先生の言うことを聞き、よくできています。
352,拐弯,guǎi wān,to go round a curve; to turn a corner; fig. a new direction,曲がる,前面左拐弯。,前方を左に曲がってください。,Turn left ahead.,遇到路口时，司机熟练地拐弯，避免了交通拥堵。,交差点に差し掛かると、運転手は巧みに曲がり、交通渋滞を避けました。
353,怪不得,guài bu de,lit. you can't blame it!; no wonder!; so that's why!,なるほど,怪不得他迟到。,彼が遅刻したのも無理はない。,No wonder he was late.,怪不得他这么努力，原来是为了实现自己的梦想。,彼がこんなに努力するのも無理はない、もともと自分の夢を実現するためだった。
354,关闭,guān bì,to close; to shut,閉じる,请关闭手机。,携帯電話の電源をお切りください。,Please turn off your mobile phone.,为了节约能源，公司决定晚上十点后关闭所有办公室的灯光。,省エネルギーのため、会社は夜の10時以降、すべてのオフィスの照明を消すことに決めた。
355,官,guān,official; government; organ of body; CL:个,役人,他是政府官员。,彼は政府の役人です。,He is a government official.,他从小立志要成为一名政府官员，为人民服务。,彼は幼い頃から政府の役人になり、人々に奉仕することを志している。
356,观察,guān chá,to observe; to watch; to survey; to examine; observation; view; perspective; CL:个,観察する,仔细观察细节。,細部を注意深く観察してください。,Observe the details carefully.,科学家通过仔细观察现象，得出了新的结论。,科学者は現象を注意深く観察し、新しい結論を導き出した。
357,观点,guān diǎn,point of view; viewpoint; standpoint; CL:个,見解,我有不同观点。,私は異なる見解を持っています。,I have a different point of view.,在讨论会上，每个人都发表了自己独特的观点。,討論会で、みんなそれぞれ独自の意見を述べました。
358,观念,guān niàn,thought; notion; concept; sense; views; ideology; general impressions,観念,传统观念难改。,伝統的な考え方は変えにくい。,Traditional concepts are hard to change.,随着时代的发展，人们的观念也在不断地更新和变化。,時代の変化に伴い、人々の考え方も絶えず更新され変化している。
